"germination_position_ID","germination_seedling_ID","species","functional_group","date_measurement","date_sowing","collector","seed_origin","height_vegetative_str","leaf_length1","leaf_length2","leaf_length3","number_leaves","dry_mass"
"CHE.hi.exp2.ambi.bare.01.041","CHE.hi.exp2.ambi.bare.01.041.1","salpra","forb",2023-08-31,2022-10-10,"EI","collected",11,10,10,9,6,0.0114
"CHE.hi.exp2.ambi.bare.01.061","CHE.hi.exp2.ambi.bare.01.061.1","salpra","forb",2023-08-31,2022-10-10,"EI","collected",24,23,21,23,5,0.0605
"CHE.hi.exp2.ambi.bare.01.052","CHE.hi.exp2.ambi.bare.01.052.1","salpra","forb",2023-08-31,2022-10-10,"EI","collected",14,13,13,13,7,0.0286
"CHE.hi.exp2.ambi.bare.01.003","CHE.hi.exp2.ambi.bare.01.003.1","plamed","forb",2023-08-31,2022-10-10,"EI","collected",8,7,7,7,6,0.013
"CHE.hi.exp2.ambi.bare.01.050","CHE.hi.exp2.ambi.bare.01.050.1","plamed","forb",2023-08-31,2022-10-10,"EI","collected",7,6,6,7,5,0.0092
"CHE.hi.exp2.ambi.bare.01.087","CHE.hi.exp2.ambi.bare.01.087.1","plamed","forb",2023-08-31,2022-10-10,"EI","collected",11,10,10,11,4,0.0147
"CHE.hi.exp2.ambi.bare.01.092","CHE.hi.exp2.ambi.bare.01.092.1","plamed","forb",2023-08-31,2022-10-10,"EI","collected",12,12,12,11,4,0.022
"CHE.hi.exp2.ambi.bare.01.051","CHE.hi.exp2.ambi.bare.01.051.1","plamed","forb",2023-08-31,2022-10-10,"EI","collected",10,8,9,8,5,0.0125
"CHE.hi.exp2.ambi.bare.01.063","CHE.hi.exp2.ambi.bare.01.063.1","plamed","forb",2023-08-31,2022-10-10,"EI","collected",8,7,6,6,5,0.0087
"CHE.hi.exp2.ambi.bare.01.066","CHE.hi.exp2.ambi.bare.01.066.1","plamed","forb",2023-08-31,2022-10-10,"EI","collected",9,8,9,8,4,0.0075
"CHE.hi.exp2.ambi.bare.01.093","CHE.hi.exp2.ambi.bare.01.093.1","plamed","forb",2023-08-31,2022-10-10,"EI","collected",10,10,10,9,4,0.017
"CHE.gh.grho.none.none.01.001","CHE.gh.grho.none.none.01.001.1","brapin","graminoid",2024-04-30,2024-03-11,"EI","commercial",154,122,84,72,7,0.028
"CHE.gh.grho.none.none.01.002","CHE.gh.grho.none.none.01.002.1","brapin","graminoid",2024-04-30,2024-03-11,"EI","commercial",174,111,117,103,5,0.0261
"CHE.gh.grho.none.none.01.003","CHE.gh.grho.none.none.01.003.1","brapin","graminoid",2024-04-30,2024-03-11,"EI","commercial",172,122,126,104,8,0.0396
"CHE.gh.grho.none.none.01.004","CHE.gh.grho.none.none.01.004.1","brapin","graminoid",2024-04-30,2024-03-11,"EI","commercial",273,146,121,108,5,0.0529
"CHE.gh.grho.none.none.01.005","CHE.gh.grho.none.none.01.005.1","brapin","graminoid",2024-04-30,2024-03-11,"EI","commercial",131,98,91,76,8,0.0296
"CHE.gh.grho.none.none.01.006","CHE.gh.grho.none.none.01.006.1","brapin","graminoid",2024-04-30,2024-03-11,"EI","commercial",302,183,137,105,6,0.0433
"CHE.gh.grho.none.none.01.007","CHE.gh.grho.none.none.01.007.1","brapin","graminoid",2024-04-30,2024-03-11,"EI","commercial",188,125,97,101,6,0.0336
"CHE.gh.grho.none.none.01.008","CHE.gh.grho.none.none.01.008.1","brapin","graminoid",2024-04-30,2024-03-11,"EI","commercial",240,126,122,98,4,0.0303
"CHE.gh.grho.none.none.01.009","CHE.gh.grho.none.none.01.009.1","brapin","graminoid",2024-04-30,2024-03-11,"EI","commercial",258,152,101,77,9,0.0423
"CHE.gh.grho.none.none.01.010","CHE.gh.grho.none.none.01.010.1","brapin","graminoid",2024-04-30,2024-03-11,"EI","commercial",299,149,120,95,9,0.0529
"CHE.gh.grho.none.none.01.011","CHE.gh.grho.none.none.01.011.1","brapin","graminoid",2024-04-30,2024-03-11,"EI","commercial",293,178,122,114,7,0.0576
"CHE.gh.grho.none.none.01.012","CHE.gh.grho.none.none.01.012.1","broere","graminoid",2024-05-06,2024-03-11,"EI","commercial",251,206,174,179,6,0.0363
