unique_plot_ID,veg_height
CHE.hi.ambi.vege.nf.05,56
CHE.hi.warm.vege.nf.05,86
CHE.hi.ambi.vege.wf.05,64
CHE.hi.warm.vege.wf.04,82
CHE.hi.warm.vege.wf.01,65
CHE.hi.warm.vege.nf.04,54
CHE.hi.ambi.vege.wf.04,105
CHE.hi.ambi.vege.nf.04,100
CHE.hi.ambi.vege.wf.01,72
CHE.hi.ambi.vege.wf.06,68
CHE.hi.ambi.vege.nf.06,113
CHE.hi.warm.vege.nf.06,34
CHE.hi.warm.vege.wf.06,49
CHE.hi.warm.vege.wf.07,18
CHE.hi.ambi.vege.wf.07,40
CHE.hi.ambi.vege.nf.08,31
CHE.hi.ambi.vege.wf.08,137
CHE.hi.warm.vege.nf.08,39
CHE.hi.warm.vege.wf.08,49
CHE.hi.warm.vege.nf.09,81
CHE.hi.ambi.vege.nf.09,58
CHE.hi.warm.vege.wf.09,86
CHE.hi.ambi.vege.wf.09,44
CHE.hi.warm.vege.nf.10,182
CHE.hi.ambi.vege.wf.10,86
CHE.hi.warm.vege.wf.10,63
CHE.hi.ambi.vege.nf.10,120
