unique_plant_ID,species,functional_group,date_planting,survival_2021,survival_2022,survival_2023,flower_status_2021,flower_status_2022,flower_status_2023,biomass_comb_2021,biomass_comb_2022,biomass_comb_2023,number_seeds_2021,number_seeds_2022,number_seeds_2023,height_vegetative_str_2021,height_vegetative_str_2022,height_vegetative_str_2023,number_leaves_2021,number_leaves_2022,number_leaves_2023
CHE.lo.ambi.bare.wf.07.24.3,scacol,forb,2021-06-24,1,1,1,0,1,1,0.4414886256660284,8.061601404824652,7.26,0,1173,1329.4,70,442,192,18,68,106
CHE.lo.ambi.bare.wf.07.25.2,cenjac,forb,2021-06-22,1,1,1,0,1,1,1.4695542686027652,31.050935550649545,27.88,0,2246.4,2059.2,203,633,580,26,303,259
CHE.lo.ambi.bare.wf.07.26.2,salpra,forb,2021-06-22,1,1,1,0,1,1,0.6572913135261556,2.836592854760204,4.35,0,597.8181818181819,498.1818181818182,82,137,169,16,28,40
CHE.lo.ambi.bare.wf.07.27.2,medlup,legume,2021-06-22,1,1,0,0,1,NA,0.19217885593635894,0.22234594157608095,NA,0,228,NA,31,92,NA,26,26,NA
CHE.lo.ambi.bare.wf.07.28.2,salpra,forb,2021-06-22,1,1,1,0,1,1,0.8672271998455859,3.937419595574878,4.3,0,498.1818181818182,99.63636363636364,100,140,121,18,53,72
CHE.lo.ambi.bare.wf.07.29.2,plamed,forb,2021-06-22,1,1,0,1,1,NA,2.719389024568377,4.031218855349489,NA,2640.1666666666665,2640.1666666666665,NA,73,97,NA,13,12,NA
CHE.lo.ambi.bare.wf.07.30.2,cenjac,forb,2021-06-22,1,1,1,0,1,1,1.192156552942892,16.536490757253198,26.39,0,748.8,1248,199,606,581,24,235,309
CHE.lo.ambi.bare.wf.06.01.2,brapin,graminoid,2021-06-22,1,1,1,0,0,1,0.13888630422393894,3.5404595103280387,9.81,0,0,24.923076923076923,140,400,336,19,87,264
CHE.lo.ambi.bare.wf.06.02.2,daucar,forb,2021-06-22,1,0,0,0,NA,NA,0.5469968686512198,NA,NA,0,NA,NA,165,NA,NA,10,NA,NA
CHE.lo.ambi.bare.wf.06.03.2,broere,graminoid,2021-06-22,1,1,1,0,1,1,0.4916734195676406,8.731915357850802,28.32,0,103.14285714285714,696.2142857142857,240,407,584,36,244,516
CHE.lo.ambi.bare.wf.06.04.2,broere,graminoid,2021-06-22,1,1,1,0,1,1,0.13162903607156376,5.002846941261609,22.27,0,51.57142857142857,567.2857142857142,127,492,647,17,152,344
CHE.lo.ambi.bare.wf.06.05.2,hypper,forb,2021-06-22,1,1,1,0,1,1,0.36470229588612735,13.786254420856986,5.09,0,48018,16157,102,449,324,146,1140,750
CHE.lo.ambi.bare.wf.06.06.3,scacol,forb,2021-06-24,1,1,1,0,1,1,0.45155303097098476,34.032849754460656,8.93,0,6568.8,1876.8000000000002,95,641,304,13,173,62
CHE.lo.ambi.bare.wf.06.07.2,broere,graminoid,2021-06-22,1,1,1,0,1,1,0.33538004033738267,8.503050172942073,33.32,0,232.07142857142856,618.8571428571429,184,586,664,28,142,476
CHE.lo.ambi.bare.wf.06.08.2,brapin,graminoid,2021-06-22,1,1,1,0,1,1,0.13493760211945535,4.083806759752955,4.9,0,37.38461538461539,49.84615384615385,114,332,376,22,120,156
CHE.lo.ambi.bare.wf.06.09.2,medlup,legume,2021-06-22,1,1,0,0,1,NA,0.44705821601480217,1.4918360123645387,NA,0,2653.090909090909,NA,29,142,NA,46,216,NA
CHE.lo.ambi.bare.wf.06.10.2,plamed,forb,2021-06-22,1,1,1,0,1,1,0.5889459729306548,5.221215168809487,5.16,0,5280.333333333333,9680.611111111111,45,115,98,12,11,27
CHE.lo.ambi.bare.wf.06.11.2,silvul,forb,2021-06-22,1,1,0,1,0,NA,1.8012483170836613,0.07153282335495419,NA,1647.8,0,NA,116,60,NA,232,21,NA
CHE.lo.ambi.bare.wf.06.12.2,daucar,forb,2021-06-22,1,1,0,0,1,NA,0.5629249481375788,NA,NA,0,2053.3333333333335,NA,156,240,NA,8,0,NA
CHE.lo.ambi.bare.wf.06.13.2,daucar,forb,2021-06-22,1,1,0,0,1,NA,1.0031029296659917,NA,NA,0,3422.222222222222,NA,191,261,NA,10,0,NA
CHE.lo.ambi.bare.wf.06.14.2,cenjac,forb,2021-06-22,1,1,1,1,1,1,1.5443069579435675,22.98786356579603,12.99,62.4,2184,1248,229,473,395,52,326,197
CHE.lo.ambi.bare.wf.06.15.2,hypper,forb,2021-06-22,1,1,1,0,1,1,1.3156485615210638,24.995953379344943,9.88,0,48924,39562,116,588,398,448,1926,1348
CHE.lo.ambi.bare.wf.06.16.2,brapin,graminoid,2021-06-22,1,1,1,0,0,1,0.45339669241471026,3.404174829645703,17.22,0,0,162,250,305,414,31,111,608
CHE.lo.ambi.bare.wf.06.17.1,plamed,forb,2021-06-16,1,1,0,0,1,NA,1.1184126186509837,7.999034727399602,NA,0,4400.277777777777,NA,64,106,NA,11,23,NA
CHE.lo.ambi.bare.wf.06.18.2,hypper,forb,2021-06-22,1,1,1,0,1,1,0.6497323254469589,18.46614837525367,8.28,0,37523.5,22197,165,513,401,195,1736,1004
CHE.lo.ambi.bare.wf.06.19.2,salpra,forb,2021-06-22,1,1,1,0,1,0,0.2753655727201323,1.0568215096953406,1.57,0,199.27272727272728,0,78,70,102,9,13,23
CHE.lo.ambi.bare.wf.06.20.2,silvul,forb,2021-06-22,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,NA,244,NA,NA
CHE.lo.ambi.bare.wf.06.21.1,medlup,legume,2021-06-16,1,1,1,1,1,1,0.7396040529404676,3.8140955980011073,0.9,456,5347.636363636363,1243.6363636363635,142,345,101,75,368,128
CHE.lo.ambi.bare.wf.06.22.2,silvul,forb,2021-06-22,1,1,0,1,1,NA,3.603224640996949,10.475498867364463,NA,898.8,7090.533333333333,NA,216,497,NA,292,346,NA
CHE.lo.ambi.bare.wf.06.23.3,scacol,forb,2021-06-24,1,1,1,0,1,1,1.1137585526430946,15.231280095467634,26.36,0,4066.4,4066.4,80,370,326,34,136,268
CHE.lo.ambi.bare.wf.06.24.3,scacol,forb,2021-06-24,1,1,1,0,1,1,0.7888021558238255,15.817049769810334,26.11,0,2424.2000000000003,2893.4,75,285,272,39,115,365
CHE.lo.ambi.bare.wf.06.25.2,cenjac,forb,2021-06-22,1,1,1,0,1,1,0.6228473470348507,14.400583090725082,8.38,0,1684.8,624,139,453,402,20,232,118
CHE.lo.ambi.bare.wf.06.26.2,salpra,forb,2021-06-22,1,1,1,0,1,1,0.4090093523183088,2.2592907947449268,8.06,0,99.63636363636364,1195.6363636363637,66,124,154,15,22,31
CHE.lo.ambi.bare.wf.06.27.2,medlup,legume,2021-06-22,1,1,0,1,1,NA,0.7683472384406999,1.8747900549553032,NA,787.6363636363636,2362.909090909091,NA,104,200,NA,88,178,NA
CHE.lo.ambi.bare.wf.06.28.1,salpra,forb,2021-06-16,1,1,1,0,1,1,0.3218286098838745,1.9665835455720295,3.11,0,398.54545454545456,697.4545454545455,74,160,214,11,16,35
CHE.lo.ambi.bare.wf.06.29.2,plamed,forb,2021-06-22,1,1,1,0,1,1,0.8598080662079252,2.5760274703798727,NA,0,1760.111111111111,880.0555555555555,58,95,NA,12,12,NA
CHE.lo.ambi.bare.wf.06.30.2,cenjac,forb,2021-06-22,1,1,1,0,1,1,0.3739316637622082,10.417746165167515,6.85,0,1310.3999999999999,499.2,125,466,362,15,128,97
CHE.lo.ambi.bare.wf.05.01.2,brapin,graminoid,2021-06-21,1,1,1,0,1,1,0.2804753760498999,4.714217743052986,8.02,0,124.61538461538461,249.23076923076923,152,533,405,31,84,292
CHE.lo.ambi.bare.wf.05.02.2,daucar,forb,2021-06-21,1,1,0,0,1,NA,0.8602967992962693,NA,NA,0,3422.222222222222,NA,190,364,NA,9,0,NA
CHE.lo.ambi.bare.wf.05.03.3,broere,graminoid,2021-09-22,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHE.lo.ambi.bare.wf.05.04.2,broere,graminoid,2021-06-21,1,1,1,0,1,1,0.43553078937980305,7.66101369224375,24.18,0,128.92857142857142,515.7142857142857,212,605,720,34,138,284
CHE.lo.ambi.bare.wf.05.05.2,hypper,forb,2021-06-21,1,1,1,0,1,1,2.7764546663281595,65.53324401903159,14.61,0,103284,44394,192,607,441,650,5076,1644
CHE.lo.ambi.bare.wf.05.06.3,scacol,forb,2021-06-24,1,1,1,0,1,1,0.7870859810204026,125.38361245207618,6.66,0,10244.2,391,96,920,175,19,554,174
CHE.lo.ambi.bare.wf.05.07.2,broere,graminoid,2021-06-21,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHE.lo.ambi.bare.wf.05.08.3,brapin,graminoid,2021-06-28,1,1,1,0,1,1,0.39951208871200167,7.814378725751557,16.95,0,299.0769230769231,498.46153846153845,107,550,386,51,92,408
CHE.lo.ambi.bare.wf.05.09.2,medlup,legume,2021-06-21,1,1,1,0,1,0,4.395692466791777,6.550055446255027,0.0035,0,7959.272727272727,0,121,431,11,148,456,2
CHE.lo.ambi.bare.wf.05.10.1,plamed,forb,2021-06-16,1,1,1,0,1,1,0.758264412196675,3.8018742460826633,NA,0,4400.277777777777,880.0555555555555,60,96,NA,11,11,NA
CHE.lo.ambi.bare.wf.05.11.3,silvul,forb,2021-06-24,1,1,1,0,1,1,4.8474196723435465,9.597463928446388,8.56,0,10585.866666666667,848.8666666666666,193,484,451,368,320,288
CHE.lo.ambi.bare.wf.05.12.2,daucar,forb,2021-06-21,1,0,0,0,NA,NA,1.3478466144576433,NA,NA,0,NA,NA,153,NA,NA,15,NA,NA
CHE.lo.ambi.bare.wf.05.13.2,daucar,forb,2021-06-21,1,1,0,0,1,NA,4.371399946523135,NA,NA,0,1368.888888888889,NA,211,165,NA,23,0,NA
CHE.lo.ambi.bare.wf.05.14.1,cenjac,forb,2021-06-16,1,1,1,0,1,1,1.671107784007949,20.614583270923045,17.45,0,1310.3999999999999,1310.3999999999999,133,623,524,37,217,144
CHE.lo.ambi.bare.wf.05.15.2,hypper,forb,2021-06-21,1,1,1,0,1,1,1.8081477415251321,34.55719462005517,17.45,0,57757.5,55568,145,694,360,522,2410,2040
CHE.lo.ambi.bare.wf.05.16.2,brapin,graminoid,2021-06-21,1,1,1,0,1,1,0.40992871201489334,4.8987341842962335,20.18,0,37.38461538461539,872.3076923076923,102,501,401,53,128,536
CHE.lo.ambi.bare.wf.05.17.2,plamed,forb,2021-06-21,1,1,1,1,1,0,1.9416926072931262,4.205922488421897,0.193,3520.222222222222,1760.111111111111,0,57,99,40,11,13,7
CHE.lo.ambi.bare.wf.05.18.2,hypper,forb,2021-06-21,1,1,1,0,1,1,3.570082412139878,69.77337478810217,6.81,0,128425.5,10343.5,175,656,422,890,4896,500
CHE.lo.ambi.bare.wf.05.19.2,salpra,forb,2021-06-21,1,1,1,0,1,1,1.0536841997703121,4.442871992863344,7.92,0,99.63636363636364,498.1818181818182,109,204,340,20,17,29
CHE.lo.ambi.bare.wf.05.20.1,silvul,forb,2021-06-16,1,1,0,1,1,NA,7.750828511926085,2.017919569854342,NA,3994.6666666666665,649.1333333333333,NA,220,246,NA,688,112,NA
CHE.lo.ambi.bare.wf.05.21.2,medlup,legume,2021-06-21,1,1,0,0,1,NA,1.118167645911091,2.2325035030719773,NA,0,2984.7272727272725,NA,65,227,NA,68,220,NA
CHE.lo.ambi.bare.wf.05.22.2,silvul,forb,2021-06-21,1,1,1,0,1,0,0.38595400764533844,5.098377126739247,0.594,0,6591.2,0,86,220,200,66,436,92
CHE.lo.ambi.bare.wf.05.23.2,scacol,forb,2021-06-21,1,1,1,0,1,1,0.3100269706569086,18.35730419172947,20.42,0,1876.8000000000002,2189.6,68,330,378,14,165,172
CHE.lo.ambi.bare.wf.05.24.3,scacol,forb,2021-06-28,1,1,1,0,1,1,0.39327035044390163,19.554777331164846,15.02,0,2424.2000000000003,2815.2000000000003,62,482,322,20,129,157
CHE.lo.ambi.bare.wf.05.25.2,cenjac,forb,2021-06-21,1,1,1,1,1,1,4.098316015094802,41.68720987066167,29.55,62.4,3432,2059.2,410,632,508,96,382,380
CHE.lo.ambi.bare.wf.05.26.2,salpra,forb,2021-06-21,1,1,1,0,1,1,1.7593780583034997,4.50839663835403,20.19,0,1394.909090909091,2889.4545454545455,124,250,291,24,26,69
CHE.lo.ambi.bare.wf.05.27.2,medlup,legume,2021-06-21,1,1,0,1,1,NA,2.6214554283998024,2.2662012154310256,NA,1119.2727272727273,2072.7272727272725,NA,277,212,NA,232,234,NA
CHE.lo.ambi.bare.wf.05.28.2,salpra,forb,2021-06-21,1,1,1,0,1,1,0.9306384673504627,4.409825648932383,10.38,0,199.27272727272728,697.4545454545455,112,229,308,16,21,47
CHE.lo.ambi.bare.wf.05.29.1,plamed,forb,2021-06-16,1,1,1,0,1,1,0.6382018281734352,5.411455559803199,NA,0,3520.222222222222,2640.1666666666665,54,105,NA,11,15,NA
CHE.lo.ambi.bare.wf.05.30.1,cenjac,forb,2021-06-16,1,1,1,0,1,1,0.30122669743954655,13.26506296760118,4.92,0,1996.8,374.4,138,461,347,12,134,86
CHE.lo.ambi.bare.wf.08.01.2,brapin,graminoid,2021-06-22,1,0,0,0,NA,NA,0.1934493183255159,NA,NA,0,NA,NA,207,NA,NA,16,NA,NA
CHE.lo.ambi.bare.wf.08.02.2,daucar,forb,2021-06-22,1,0,0,0,NA,NA,2.2129243830524565,NA,NA,0,NA,NA,217,NA,NA,15,NA,NA
CHE.lo.ambi.bare.wf.08.03.2,broere,graminoid,2021-06-22,1,0,0,0,NA,NA,0.01757668255990149,NA,NA,0,NA,NA,235,NA,NA,2,NA,NA
CHE.lo.ambi.bare.wf.08.04.3,broere,graminoid,2021-06-28,1,1,1,0,1,1,1.1976228107456823,12.630430847930372,36.85,0,361,644.6428571428571,199,498,591,68,190,444
CHE.lo.ambi.bare.wf.08.05.2,hypper,forb,2021-06-22,1,1,1,0,1,1,1.4603976903624292,37.75577279248963,9.92,0,69460,23858,155,621,427,416,2810,992
CHE.lo.ambi.bare.wf.08.06.1,scacol,forb,2021-06-16,1,1,1,0,1,1,1.1864397158780522,23.79156563103774,23.72,0,5239.4000000000005,2658.8,65,380,214,51,170,401
CHE.lo.ambi.bare.wf.08.07.2,broere,graminoid,2021-06-22,1,1,1,0,1,1,0.5430796306257014,11.131178994056603,48.26,0,154.71428571428572,1289.2857142857142,154,545,650,48,292,616
CHE.lo.ambi.bare.wf.08.08.2,brapin,graminoid,2021-06-22,1,1,1,0,0,0,0.12354620554733278,0.23893994377023217,0.75,0,0,0,114,191,154,23,20,80
CHE.lo.ambi.bare.wf.08.09.2,medlup,legume,2021-06-22,1,1,0,1,1,NA,1.4225565000557656,3.3969226350726767,NA,435.27272727272725,5098.909090909091,NA,195,234,NA,117,264,NA
CHE.lo.ambi.bare.wf.08.10.2,plamed,forb,2021-06-22,1,1,0,1,1,NA,1.9650017232652641,9.514405101235509,NA,3520.222222222222,7920.5,NA,52,125,NA,12,15,NA
CHE.lo.ambi.bare.wf.08.11.1,silvul,forb,2021-06-16,1,1,1,1,1,1,7.58491706280132,5.34626761299621,2.16,9237.666666666666,6091.866666666666,499.3333333333333,228,240,258,670,434,224
CHE.lo.ambi.bare.wf.08.12.1,daucar,forb,2021-06-16,1,0,0,0,NA,NA,1.8281552861519008,NA,NA,0,NA,NA,214,NA,NA,13,NA,NA
CHE.lo.ambi.bare.wf.08.13.2,daucar,forb,2021-06-22,1,0,0,0,NA,NA,2.750506393282833,NA,NA,0,NA,NA,217,NA,NA,16,NA,NA
CHE.lo.ambi.bare.wf.08.14.1,cenjac,forb,2021-06-16,1,1,1,0,1,1,1.405275636459438,3.353721225122985,12.39,0,374.4,748.8,199,321,480,25,71,148
CHE.lo.ambi.bare.wf.08.15.2,hypper,forb,2021-06-22,1,1,1,0,1,1,1.5745490141154026,32.08813497845065,4.35,0,67044,8380.5,154,625,367,428,2346,728
CHE.lo.ambi.bare.wf.08.16.2,brapin,graminoid,2021-09-21,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHE.lo.ambi.bare.wf.08.17.1,plamed,forb,2021-06-16,1,1,0,0,1,NA,2.7442556085124474,3.2805834801482208,NA,0,3520.222222222222,NA,70,91,NA,19,9,NA
CHE.lo.ambi.bare.wf.08.18.1,hypper,forb,2021-06-16,1,1,1,0,1,1,1.0304868202200217,54.92853612822303,20.89,0,94677,55115,143,660,528,292,3912,1690
CHE.lo.ambi.bare.wf.08.19.1,salpra,forb,2021-06-16,1,1,1,0,1,1,3.2562879501055493,3.953414965084529,4.01,0,896.7272727272727,498.1818181818182,148,302,252,34,26,53
CHE.lo.ambi.bare.wf.08.20.2,silvul,forb,2021-06-22,1,1,1,1,1,0,3.44749711725396,2.6331147764128486,0.519,3944.733333333333,5093.2,0,240,239,100,236,158,98
CHE.lo.ambi.bare.wf.08.21.2,medlup,legume,2021-06-22,1,0,0,0,NA,NA,0.4033356491438516,NA,NA,0,NA,NA,35,NA,NA,46,NA,NA
CHE.lo.ambi.bare.wf.08.22.1,silvul,forb,2021-06-16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHE.lo.ambi.bare.wf.08.23.3,scacol,forb,2021-06-24,1,1,1,0,1,1,0.48981072778211154,12.380425862763277,5.7,0,2737,1094.8,62,706,131,30,84,126
CHE.lo.ambi.bare.wf.08.24.3,scacol,forb,2021-06-24,1,1,0,0,1,NA,0.5949220546716465,10.086599454330974,NA,0,1016.6,NA,96,160,NA,18,112,NA
CHE.lo.ambi.bare.wf.08.25.2,cenjac,forb,2021-06-22,1,1,1,1,1,1,5.76956277569161,40.744568757429576,31.84,436.8,2433.6,2558.4,441,727,660,55,304,413
CHE.lo.ambi.bare.wf.08.26.1,salpra,forb,2021-06-16,1,1,1,0,1,1,0.14463068076256494,0.9047654449539154,3.95,0,99.63636363636364,298.90909090909093,49,95,165,10,12,31
CHE.lo.ambi.bare.wf.08.27.2,medlup,legume,2021-06-22,1,1,0,1,1,NA,1.2795837562934245,4.411358994980435,NA,186.54545454545453,5679.272727272727,NA,63,241,NA,316,400,NA
CHE.lo.ambi.bare.wf.08.28.1,salpra,forb,2021-06-16,1,1,1,0,1,1,1.0143289926515555,1.6394044361262288,5.02,0,498.1818181818182,797.0909090909091,110,105,247,18,20,28
CHE.lo.ambi.bare.wf.08.29.2,plamed,forb,2021-06-22,1,1,1,1,1,1,1.9332675658145642,3.115280149604731,1.2078,2640.1666666666665,2640.1666666666665,4400.277777777777,62,96,58,11,9,8
CHE.lo.ambi.bare.wf.08.30.2,cenjac,forb,2021-06-22,1,1,1,0,1,1,0.2552747912209164,21.402765379863396,3.54,0,1060.8,312,120,600,290,12,240,77
CHE.lo.ambi.bare.wf.04.01.2,brapin,graminoid,2021-06-22,1,1,1,0,0,1,0.2605699574504193,1.130605566274658,4.38,0,0,12.461538461538462,139,157,285,40,90,260
CHE.lo.ambi.bare.wf.04.02.2,daucar,forb,2021-06-22,1,0,0,0,NA,NA,1.5189021650559411,NA,NA,0,NA,NA,186,NA,NA,15,NA,NA
CHE.lo.ambi.bare.wf.04.03.2,broere,graminoid,2021-06-22,1,0,0,0,NA,NA,0.01725813243895291,NA,NA,0,NA,NA,201,NA,NA,2,NA,NA
CHE.lo.ambi.bare.wf.04.04.2,broere,graminoid,2021-06-22,1,1,1,1,1,1,2.1229931301527127,11.801887739625313,61.49,128.92857142857142,361,1469.7857142857142,252,627,624,57,138,592
CHE.lo.ambi.bare.wf.04.05.2,hypper,forb,2021-06-22,1,1,1,0,1,1,1.6521690721906421,27.71315875448957,7.41,0,48471,21140,155,595,405,504,2280,1068
CHE.lo.ambi.bare.wf.04.06.2,scacol,forb,2021-06-22,1,1,1,0,1,1,0.4001092833034404,53.31001150517477,2.35,0,7194.4000000000005,234.60000000000002,75,705,175,16,347,29
CHE.lo.ambi.bare.wf.04.07.2,broere,graminoid,2021-06-22,1,1,1,0,1,1,0.5075333317320817,11.758403435506203,41.38,0,206.28571428571428,386.7857142857143,124,619,695,48,292,664
CHE.lo.ambi.bare.wf.04.08.3,brapin,graminoid,2021-09-21,NA,1,1,NA,0,0,NA,0.10046837353732488,0.89,NA,0,0,NA,144,179,NA,13,92
CHE.lo.ambi.bare.wf.04.09.1,medlup,legume,2021-06-16,1,1,0,1,1,NA,0.5994379440953809,2.0874377865713387,NA,145.0909090909091,2155.6363636363635,NA,98,328,NA,90,182,NA
CHE.lo.ambi.bare.wf.04.10.2,plamed,forb,2021-06-22,1,1,0,1,1,NA,2.98366090281731,2.0010410959946796,NA,2640.1666666666665,880.0555555555555,NA,75,88,NA,13,9,NA
CHE.lo.ambi.bare.wf.04.11.2,silvul,forb,2021-06-22,1,1,0,1,1,NA,2.7687794259402305,2.9438571141061765,NA,3245.6666666666665,2396.7999999999997,NA,141,184,NA,312,254,NA
CHE.lo.ambi.bare.wf.04.12.2,daucar,forb,2021-06-22,1,0,0,0,NA,NA,0.9657603917173667,NA,NA,0,NA,NA,165,NA,NA,12,NA,NA
CHE.lo.ambi.bare.wf.04.13.2,daucar,forb,2021-06-22,1,1,0,0,1,NA,4.094371648275336,NA,NA,0,1368.888888888889,NA,175,130,NA,26,0,NA
CHE.lo.ambi.bare.wf.04.14.2,cenjac,forb,2021-06-22,1,1,1,0,1,1,2.426316013434633,19.091794641034067,19.11,0,1872,2184,182,472,479,38,277,190
CHE.lo.ambi.bare.wf.04.15.2,hypper,forb,2021-06-22,1,1,1,0,1,0,0.2276318397484816,29.78049952225658,0.3455,0,55115,0,122,644,114,38,2180,204
CHE.lo.ambi.bare.wf.04.16.3,brapin,graminoid,2021-09-21,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHE.lo.ambi.bare.wf.04.17.1,plamed,forb,2021-06-16,1,1,1,0,1,1,1.293088500625442,3.9139484183155386,4.03,0,4400.277777777777,880.0555555555555,79,96,110,11,11,23
CHE.lo.ambi.bare.wf.04.18.1,hypper,forb,2021-06-16,1,1,1,0,1,1,1.4097419920288383,20.654202877945202,2.31,0,47942.5,8531.5,112,525,288,504,1830,396
CHE.lo.ambi.bare.wf.04.19.1,salpra,forb,2021-06-16,1,1,1,0,1,0,0.7617665964548245,6.386677115040206,2.19,0,199.27272727272728,0,86,153,115,18,144,50
CHE.lo.ambi.bare.wf.04.20.2,silvul,forb,2021-06-22,1,1,0,1,1,NA,1.2859759930554693,0.5576737431265627,NA,699.0666666666666,1448.0666666666666,NA,104,85,NA,168,55,NA
CHE.lo.ambi.bare.wf.04.21.2,medlup,legume,2021-06-28,1,1,0,1,1,NA,0.4167438471755423,0.8632518189166175,NA,124.36363636363636,891.2727272727273,NA,65,167,NA,80,75,NA
CHE.lo.ambi.bare.wf.04.22.1,silvul,forb,2021-06-16,1,1,0,1,1,NA,7.5934465333666195,13.048159074123046,NA,3894.7999999999997,18475.333333333332,NA,227,502,NA,656,495,NA
CHE.lo.ambi.bare.wf.04.23.2,scacol,forb,2021-06-24,1,1,1,0,1,1,2.507734066861464,12.982109719770493,24.96,0,3284.4,4379.2,85,572,227,58,76,196
CHE.lo.ambi.bare.wf.04.24.1,scacol,forb,2021-06-16,1,1,1,0,1,1,0.7185230199596384,42.78393008567414,23.18,0,7507.200000000001,3753.6000000000004,104,687,337,17,239,144
CHE.lo.ambi.bare.wf.04.25.2,cenjac,forb,2021-06-22,1,1,1,1,1,1,5.993961033688762,16.569333422669416,8.06,187.2,1497.6,873.6,487,510,446,90,243,119
CHE.lo.ambi.bare.wf.04.26.1,salpra,forb,2021-06-16,1,1,1,0,1,1,0.4020043631780634,2.118674433868486,8.14,0,298.90909090909093,498.1818181818182,77,102,195,13,25,63
CHE.lo.ambi.bare.wf.04.27.2,medlup,legume,2021-06-22,1,1,0,1,1,NA,0.20660965728214198,1.3638371479521103,NA,20.727272727272727,1575.2727272727273,NA,53,260,NA,104,134,NA
CHE.lo.ambi.bare.wf.04.28.2,salpra,forb,2021-06-22,1,1,1,0,1,1,0.8418289626388007,2.0712713128020037,10.2,0,298.90909090909093,498.1818181818182,102,100,177,16,26,60
CHE.lo.ambi.bare.wf.04.29.2,plamed,forb,2021-06-22,1,1,1,1,1,1,2.0128592229835234,4.661395617203897,1.35,1760.111111111111,4400.277777777777,2640.1666666666665,67,100,47,12,14,8
CHE.lo.ambi.bare.wf.04.30.2,cenjac,forb,2021-06-22,1,1,1,0,1,1,0.8064671472156151,31.249969973701496,22.19,0,2496,1560,127,560,485,24,386,415
CHE.lo.ambi.bare.wf.01.01.2,brapin,graminoid,2021-06-22,1,1,1,0,1,1,0.7845456451671967,4.504602164905549,10.82,0,12.461538461538462,74.76923076923077,188,405,763,55,196,360
CHE.lo.ambi.bare.wf.01.02.2,daucar,forb,2021-06-22,1,0,0,0,NA,NA,0.6955213516195056,NA,NA,0,NA,NA,205,NA,NA,8,NA,NA
CHE.lo.ambi.bare.wf.01.03.2,broere,graminoid,2021-06-22,1,1,1,0,1,1,0.6817706036375534,10.19173426583032,31.12,0,51.57142857142857,438.35714285714283,199,617,595,42,276,516
CHE.lo.ambi.bare.wf.01.04.3,broere,graminoid,2021-06-28,1,1,1,0,1,1,0.1382106871573928,6.2611729249343115,18.2,0,154.71428571428572,361,113,585,604,18,102,298
CHE.lo.ambi.bare.wf.01.05.2,hypper,forb,2021-06-22,1,1,1,0,1,1,1.776016165466884,60.06898705442735,7.16,0,115892.5,10343.5,157,662,309,500,4100,1072
CHE.lo.ambi.bare.wf.01.06.2,scacol,forb,2021-06-22,1,1,0,0,1,NA,0.24107743166765996,43.05532974272576,NA,0,5395.8,NA,59,826,NA,13,261,NA
CHE.lo.ambi.bare.wf.01.07.2,broere,graminoid,2021-06-22,1,1,1,0,1,1,0.9720189942268482,10.026243456354122,16.83,0,154.71428571428572,77.35714285714286,179,545,442,63,180,260
CHE.lo.ambi.bare.wf.01.08.2,brapin,graminoid,2021-06-22,1,1,1,0,0,1,0.6817380850334511,1.2448041838038924,4.48,0,0,37.38461538461539,170,488,411,54,27,82
CHE.lo.ambi.bare.wf.01.09.2,medlup,legume,2021-06-22,1,1,0,1,1,NA,4.2576029742208545,1.9595842040665306,NA,1513.090909090909,1803.2727272727273,NA,162,250,NA,380,156,NA
CHE.lo.ambi.bare.wf.01.10.2,plamed,forb,2021-06-22,1,1,0,0,1,NA,0.541107213339967,1.39534146937455,NA,0,3520.222222222222,NA,53,65,NA,10,6,NA
CHE.lo.ambi.bare.wf.01.11.1,silvul,forb,2021-06-16,1,1,1,1,1,1,9.660677602182176,6.474043991998134,3.14,3844.8666666666663,11534.599999999999,249.66666666666666,274,477,365,652,170,160
CHE.lo.ambi.bare.wf.01.12.2,daucar,forb,2021-06-22,1,0,0,0,NA,NA,0.5510297754199569,NA,NA,0,NA,NA,101,NA,NA,14,NA,NA
CHE.lo.ambi.bare.wf.01.13.2,daucar,forb,2021-06-22,1,1,0,0,1,NA,2.938293975743466,0.49316591216783845,NA,0,1026.6666666666667,NA,155,214,NA,22,5,NA
CHE.lo.ambi.bare.wf.01.14.2,cenjac,forb,2021-06-22,1,1,1,1,1,1,1.3348960095494506,16.287802846490404,6.01,187.2,2995.2,561.6,157,361,307,26,233,202
CHE.lo.ambi.bare.wf.01.15.1,hypper,forb,2021-06-16,1,1,1,0,1,1,2.5817420561817674,34.88948772117245,12.66,0,53454,31861,121,580,481,792,2984,1100
