unique_plant_ID,species,functional_group,date_measurement,date_planting,collector,flower_status,biomass,height_vegetative_str,number_leaves
CHE.lo.ambi.vege.wf.05.18.1,hypper,forb,2021-06-21,2021-06-16,EI,0,0.01376072950613589,75,8
CHE.lo.ambi.vege.wf.05.19.1,salpra,forb,2021-06-21,2021-06-16,EI,0,0.07915255706040861,51,6
CHE.lo.ambi.vege.wf.05.20.1,silvul,forb,2021-06-21,2021-06-16,EI,0,0.06500968912237326,105,11
CHE.lo.ambi.vege.wf.05.21.1,medlup,legume,2021-06-21,2021-06-16,EI,0,0.02080261299864621,67,5
CHE.lo.ambi.vege.wf.05.22.1,silvul,forb,2021-06-21,2021-06-16,EI,0,0.1388662100141996,64,33
CHE.lo.ambi.vege.wf.05.23.1,scacol,forb,2021-06-21,2021-06-16,EI,0,0.040710779808080785,43,6
CHE.lo.ambi.vege.wf.05.24.1,scacol,forb,2021-06-21,2021-06-16,EI,0,0.0273561858216518,63,4
CHE.lo.ambi.vege.wf.05.25.1,cenjac,forb,2021-06-21,2021-06-16,EI,0,0.04977125045184333,137,4
CHE.lo.ambi.vege.wf.05.26.1,salpra,forb,2021-06-21,2021-06-16,EI,0,0.12208840157864098,55,8
CHE.lo.ambi.vege.wf.05.27.1,medlup,legume,2021-06-21,2021-06-16,EI,0,0.0151476203837314,56,5
CHE.lo.ambi.vege.wf.05.28.1,salpra,forb,2021-06-21,2021-06-16,EI,0,0.12986620422763953,60,8
CHE.lo.ambi.vege.wf.05.29.1,plamed,forb,2021-06-21,2021-06-16,EI,0,0.12471477848016103,66,4
CHE.lo.ambi.vege.wf.05.30.1,cenjac,forb,2021-06-21,2021-06-16,EI,0,0.04428545013692961,115,4
CHE.lo.ambi.bare.wf.05.01.2,brapin,graminoid,2021-06-21,2021-06-21,EI,0,0.038996885429915154,154,5
CHE.lo.ambi.bare.wf.05.02.2,daucar,forb,2021-06-21,2021-06-21,EI,0,0.009958358393735775,112,2
CHE.lo.ambi.bare.wf.05.03.2,broere,graminoid,2021-06-21,2021-06-21,EI,0,0.05047638274845797,321,4
CHE.lo.ambi.bare.wf.05.04.2,broere,graminoid,2021-06-21,2021-06-21,EI,0,0.0650215727933374,360,4
CHE.lo.ambi.bare.wf.05.05.2,hypper,forb,2021-06-21,2021-06-21,EI,0,0.0261098275115538,49,18
CHE.lo.ambi.bare.wf.05.06.3,scacol,forb,2021-06-21,2021-06-24,EI,0,0.0261354057015747,31,6
CHE.lo.ambi.bare.wf.05.07.2,broere,graminoid,2021-06-21,2021-06-21,EI,0,0.053707259930371704,433,3
CHE.lo.ambi.bare.wf.05.08.3,brapin,graminoid,2021-06-21,2021-06-28,EI,0,0.09365289643159157,168,9
CHE.lo.ambi.bare.wf.05.09.2,medlup,legume,2021-06-21,2021-06-21,EI,0,0.047197773121235055,86,6
CHE.lo.ambi.bare.wf.05.10.1,plamed,forb,2021-06-21,2021-06-16,EI,0,0.030641275230926218,40,4
CHE.lo.ambi.bare.wf.05.11.3,silvul,forb,2021-06-21,2021-06-24,EI,0,0.05552203568613235,74,12
CHE.lo.ambi.bare.wf.05.12.2,daucar,forb,2021-06-21,2021-06-21,EI,0,0.01017076866786037,100,2
CHE.lo.ambi.bare.wf.05.13.2,daucar,forb,2021-06-21,2021-06-21,EI,0,0.1437718057358405,185,5
CHE.lo.ambi.bare.wf.05.14.1,cenjac,forb,2021-06-21,2021-06-16,EI,0,0.02076016734215862,62,4
CHE.lo.ambi.bare.wf.05.15.2,hypper,forb,2021-06-21,2021-06-21,EI,0,0.0274695885480105,48,18
CHE.lo.ambi.bare.wf.05.16.2,brapin,graminoid,2021-06-21,2021-06-21,EI,0,0.04493739700039307,135,6
CHE.lo.ambi.bare.wf.05.17.2,plamed,forb,2021-06-21,2021-06-21,EI,0,0.25274008116248764,61,6
CHE.lo.ambi.bare.wf.05.18.2,hypper,forb,2021-06-21,2021-06-21,EI,0,0.06713139823254248,72,34
CHE.lo.ambi.bare.wf.05.19.2,salpra,forb,2021-06-21,2021-06-21,EI,0,0.14418235920156225,61,8
CHE.lo.ambi.bare.wf.05.20.1,silvul,forb,2021-06-21,2021-06-16,EI,0,0.1083070348891696,94,19
CHE.lo.ambi.bare.wf.05.21.2,medlup,legume,2021-06-21,2021-06-21,EI,0,0.01854586006674309,54,5
CHE.lo.ambi.bare.wf.05.22.2,silvul,forb,2021-06-21,2021-06-21,EI,0,0.12581354135173256,138,16
CHE.lo.ambi.bare.wf.05.23.2,scacol,forb,2021-06-21,2021-06-21,EI,0,0.009308908117746342,20,4
CHE.lo.ambi.bare.wf.05.24.3,scacol,forb,2021-06-21,2021-06-28,EI,0,0.007483612630379649,14,4
CHE.lo.ambi.bare.wf.05.25.2,cenjac,forb,2021-06-21,2021-06-21,EI,0,0.14450789365581185,153,7
CHE.lo.ambi.bare.wf.05.26.2,salpra,forb,2021-06-21,2021-06-21,EI,0,0.2197167163545935,80,8
CHE.lo.ambi.bare.wf.05.27.2,medlup,legume,2021-06-21,2021-06-21,EI,0,0.0464274293773968,65,8
CHE.lo.ambi.bare.wf.05.28.2,salpra,forb,2021-06-21,2021-06-21,EI,0,0.2665055263282978,91,8
CHE.lo.ambi.bare.wf.05.29.1,plamed,forb,2021-06-21,2021-06-16,EI,0,0.038025638577304365,39,5
CHE.lo.ambi.bare.wf.05.30.1,cenjac,forb,2021-06-21,2021-06-16,EI,0,0.028470883498740815,96,4
CHE.lo.ambi.vege.wf.06.01.1,brapin,graminoid,2021-06-21,2021-06-16,EI,0,0.12815420770077876,302,8
CHE.lo.ambi.vege.wf.06.02.2,daucar,forb,2021-06-21,2021-06-21,EI,0,0.08852856876417166,140,4
CHE.lo.ambi.vege.wf.06.03.2,broere,graminoid,2021-06-21,2021-06-21,EI,0,0.15086644565543034,364,8
CHE.lo.ambi.vege.wf.06.04.1,broere,graminoid,2021-06-21,2021-06-16,EI,0,0.05894279658935893,374,4
CHE.lo.ambi.vege.wf.06.05.1,hypper,forb,2021-06-21,2021-06-16,EI,0,0.02018277041429362,62,12
CHE.lo.ambi.vege.wf.06.06.1,scacol,forb,2021-06-21,2021-06-16,EI,0,0.012775341623455547,24,4
CHE.lo.ambi.vege.wf.06.07.1,broere,graminoid,2021-06-21,2021-06-16,EI,0,0.11776178972337673,369,6
CHE.lo.ambi.vege.wf.06.08.1,brapin,graminoid,2021-06-21,2021-06-16,EI,0,0.08834364409341681,238,6
CHE.lo.ambi.vege.wf.06.09.1,medlup,legume,2021-06-21,2021-06-16,EI,0,0.028412601654241837,73,6
CHE.lo.ambi.vege.wf.06.10.1,plamed,forb,2021-06-21,2021-06-16,EI,0,0.37376945636843245,76,6
CHE.lo.ambi.vege.wf.06.11.1,silvul,forb,2021-06-21,2021-06-16,EI,0,0.03234662372079007,40,12
CHE.lo.ambi.vege.wf.06.12.2,daucar,forb,2021-06-21,2021-06-21,EI,0,0.01139244565119408,84,3
CHE.lo.ambi.vege.wf.06.13.1,daucar,forb,2021-06-21,2021-06-16,EI,0,0.08007423278241874,153,3
CHE.lo.ambi.vege.wf.06.14.1,cenjac,forb,2021-06-21,2021-06-16,EI,0,0.05213769056427517,99,5
CHE.lo.ambi.vege.wf.06.15.1,hypper,forb,2021-06-21,2021-06-16,EI,0,0.014756139619422558,38,13
CHE.lo.ambi.vege.wf.06.16.1,brapin,graminoid,2021-06-21,2021-06-16,EI,0,0.07727295922189481,246,6
CHE.lo.ambi.vege.wf.06.17.1,plamed,forb,2021-06-21,2021-06-16,EI,0,0.1169071451452734,60,4
CHE.lo.ambi.vege.wf.06.18.1,hypper,forb,2021-06-21,2021-06-16,EI,0,0.05334153278493657,85,26
CHE.lo.ambi.vege.wf.06.19.1,salpra,forb,2021-06-21,2021-06-16,EI,0,0.17137156596589664,64,8
CHE.lo.ambi.vege.wf.06.20.1,silvul,forb,2021-06-21,2021-06-16,EI,0,0.038128213396231944,62,10
CHE.lo.ambi.vege.wf.06.21.1,medlup,legume,2021-06-21,2021-06-16,EI,0,0.01871767183314831,62,4
CHE.lo.ambi.vege.wf.06.22.1,silvul,forb,2021-06-21,2021-06-16,EI,0,0.05198248746973572,70,12
CHE.lo.ambi.vege.wf.06.23.1,scacol,forb,2021-06-21,2021-06-16,EI,0,0.03159635129159233,32,7
CHE.lo.ambi.vege.wf.06.24.1,scacol,forb,2021-06-21,2021-06-16,EI,0,0.03556635779012713,35,6
CHE.lo.ambi.vege.wf.06.25.1,cenjac,forb,2021-06-21,2021-06-16,EI,0,0.07995907871379074,150,5
CHE.lo.ambi.vege.wf.06.26.1,salpra,forb,2021-06-21,2021-06-16,EI,0,0.13934428956891692,66,7
CHE.lo.ambi.vege.wf.06.27.1,medlup,legume,2021-06-21,2021-06-16,EI,0,0.02132385081194106,61,5
CHE.lo.ambi.vege.wf.06.28.1,salpra,forb,2021-06-21,2021-06-21,EI,0,0.20044132038230217,114,6
CHE.lo.ambi.vege.wf.06.29.1,plamed,forb,2021-06-21,2021-06-16,EI,0,0.13389175966251293,61,4
CHE.lo.ambi.vege.wf.06.30.1,cenjac,forb,2021-06-21,2021-06-16,EI,0,0.08903814690774574,125,6
CHE.lo.ambi.bare.wf.06.01.2,brapin,graminoid,2021-06-28,2021-06-22,EI,0,0.01594906544612688,118,4
CHE.lo.ambi.bare.wf.06.02.2,daucar,forb,2021-06-28,2021-06-22,EI,0,0.3138216041415076,167,6
CHE.lo.ambi.bare.wf.06.03.2,broere,graminoid,2021-06-28,2021-06-22,EI,0,0.13466122536028227,338,8
CHE.lo.ambi.bare.wf.06.04.2,broere,graminoid,2021-06-28,2021-06-22,EI,0,0.060446039118980624,363,4
CHE.lo.ambi.bare.wf.06.05.2,hypper,forb,2021-06-28,2021-06-22,EI,0,0.03229883957332305,43,24
CHE.lo.ambi.bare.wf.06.06.3,scacol,forb,2021-06-28,2021-06-24,EI,0,0.03912526647877865,35,6
CHE.lo.ambi.bare.wf.06.07.2,broere,graminoid,2021-06-28,2021-06-22,EI,0,0.09702420567227243,325,6
CHE.lo.ambi.bare.wf.06.08.2,brapin,graminoid,2021-06-28,2021-06-22,EI,0,0.04525402275694192,158,6
CHE.lo.ambi.bare.wf.06.09.2,medlup,legume,2021-06-28,2021-06-22,EI,0,0.00934004753573619,28,4
CHE.lo.ambi.bare.wf.06.10.2,plamed,forb,2021-06-28,2021-06-22,EI,0,0.034858204455626214,35,5
CHE.lo.ambi.bare.wf.06.11.2,silvul,forb,2021-06-28,2021-06-22,EI,0,0.1625380676258542,98,27
CHE.lo.ambi.bare.wf.06.12.2,daucar,forb,2021-06-28,2021-06-22,EI,0,0.04523664181832349,196,3
CHE.lo.ambi.bare.wf.06.13.2,daucar,forb,2021-06-28,2021-06-22,EI,0,0.19634697065037737,153,5
CHE.lo.ambi.bare.wf.06.14.2,cenjac,forb,2021-06-28,2021-06-22,EI,0,0.1001580695098403,143,6
CHE.lo.ambi.bare.wf.06.15.2,hypper,forb,2021-06-28,2021-06-22,EI,0,0.06164923041607297,68,33
CHE.lo.ambi.bare.wf.06.16.2,brapin,graminoid,2021-06-28,2021-06-22,EI,0,0.10041076657386198,262,7
CHE.lo.ambi.bare.wf.06.17.1,plamed,forb,2021-06-28,2021-06-16,EI,0,0.00941084083907112,41,3
CHE.lo.ambi.bare.wf.06.18.2,hypper,forb,2021-06-28,2021-06-22,EI,0,0.059900887256866625,60,34
CHE.lo.ambi.bare.wf.06.19.2,salpra,forb,2021-06-28,2021-06-22,EI,0,0.0768422941328918,37,8
CHE.lo.ambi.bare.wf.06.20.2,silvul,forb,2021-06-28,2021-06-22,EI,0,0.04901574766879608,70,12
CHE.lo.ambi.bare.wf.06.21.1,medlup,legume,2021-06-28,2021-06-16,EI,0,0.04537179742050048,63,7
CHE.lo.ambi.bare.wf.06.22.2,silvul,forb,2021-06-28,2021-06-22,EI,0,0.015100316448115794,40,6
CHE.lo.ambi.bare.wf.06.23.3,scacol,forb,2021-06-28,2021-06-24,EI,0,0.03149468600909277,37,6
CHE.lo.ambi.bare.wf.06.24.3,scacol,forb,2021-06-28,2021-06-24,EI,0,0.041429544823285626,30,9
CHE.lo.ambi.bare.wf.06.25.2,cenjac,forb,2021-06-28,2021-06-22,EI,0,0.09637384359595103,133,6
CHE.lo.ambi.bare.wf.06.26.2,salpra,forb,2021-06-28,2021-06-22,EI,0,0.09956328930324546,45,9
CHE.lo.ambi.bare.wf.06.27.2,medlup,legume,2021-06-28,2021-06-22,EI,0,0.05092865387682632,65,8
CHE.lo.ambi.bare.wf.06.28.1,salpra,forb,2021-06-28,2021-06-16,EI,0,0.13840089878292938,53,9
CHE.lo.ambi.bare.wf.06.29.2,plamed,forb,2021-06-28,2021-06-22,EI,0,0.06792751634716301,51,5
CHE.lo.ambi.bare.wf.06.30.2,cenjac,forb,2021-06-28,2021-06-22,EI,0,0.10885843931493142,121,7
CHE.lo.ambi.bare.wf.07.01.2,broere,graminoid,2021-06-28,2021-06-22,EI,0,0.01933744036934747,129,4
CHE.lo.ambi.bare.wf.07.02.2,daucar,forb,2021-06-28,2021-06-22,EI,0,0.28223830379043474,199,5
CHE.lo.ambi.bare.wf.07.03.2,brapin,graminoid,2021-06-28,2021-06-22,EI,0,0.14736912184158274,478,4
CHE.lo.ambi.bare.wf.07.04.2,broere,graminoid,2021-06-28,2021-06-22,EI,0,0.14081336098283764,373,7
CHE.lo.ambi.bare.wf.07.05.2,hypper,forb,2021-06-28,2021-06-22,EI,0,0.04584625222754297,43,34
CHE.lo.ambi.bare.wf.07.06.3,scacol,forb,2021-06-28,2021-06-24,EI,0,0.029380426928765455,32,6
CHE.lo.ambi.bare.wf.07.07.2,broere,graminoid,2021-06-28,2021-06-22,EI,0,0.11037310947190682,366,6
CHE.lo.ambi.bare.wf.07.08.2,brapin,graminoid,2021-06-28,2021-06-22,EI,0,0.10028106885265312,270,7
CHE.lo.ambi.bare.wf.07.09.2,medlup,legume,2021-06-28,2021-06-22,EI,0,0.032395892601612596,77,6
CHE.lo.ambi.bare.wf.07.10.2,plamed,forb,2021-06-28,2021-06-22,EI,0,0.1752801158284227,71,5
CHE.lo.ambi.bare.wf.07.11.1,silvul,forb,2021-06-28,2021-06-16,EI,0,0.15383415544679044,76,32
CHE.lo.ambi.bare.wf.07.12.2,daucar,forb,2021-06-28,2021-06-22,EI,0,0.22508673979419627,205,4
CHE.lo.ambi.bare.wf.07.13.2,daucar,forb,2021-06-28,2021-06-22,EI,0,0.2121304706768693,158,5
CHE.lo.ambi.bare.wf.07.14.2,cenjac,forb,2021-06-28,2021-06-22,EI,0,0.10944605275735328,149,6
CHE.lo.ambi.bare.wf.07.15.2,hypper,forb,2021-06-28,2021-06-22,EI,0,0.0616432773467279,60,36
CHE.lo.ambi.bare.wf.07.16.2,brapin,graminoid,2021-06-28,2021-06-22,EI,0,0.12828332720790736,244,10
CHE.lo.ambi.bare.wf.07.17.2,plamed,forb,2021-06-28,2021-06-22,EI,0,0.15921625516524507,62,5
CHE.lo.ambi.bare.wf.07.18.2,hypper,forb,2021-06-28,2021-06-22,EI,0,0.06139535262822899,74,33
CHE.lo.ambi.bare.wf.07.19.2,salpra,forb,2021-06-28,2021-06-22,EI,0,0.12717087970561122,56,8
CHE.lo.ambi.bare.wf.07.20.2,silvul,forb,2021-06-28,2021-06-22,EI,0,0.0502798748406205,60,14
CHE.lo.ambi.bare.wf.07.21.1,medlup,legume,2021-06-28,2021-06-16,EI,0,0.10079131694284503,75,12
CHE.lo.ambi.bare.wf.07.22.2,silvul,forb,2021-06-28,2021-06-22,EI,0,0.06891517473040695,69,16
CHE.lo.ambi.bare.wf.07.23.4,scacol,forb,2021-06-28,2021-06-28,EI,0,0.02013654059981331,22,6
CHE.lo.ambi.bare.wf.07.24.3,scacol,forb,2021-06-28,2021-06-24,EI,0,0.029406046718216308,31,6
CHE.lo.ambi.bare.wf.07.25.2,cenjac,forb,2021-06-28,2021-06-22,EI,0,0.1070391837347691,140,6
CHE.lo.ambi.bare.wf.07.26.2,salpra,forb,2021-06-28,2021-06-22,EI,0,0.19738062631758346,61,10
CHE.lo.ambi.bare.wf.07.27.2,medlup,legume,2021-06-28,2021-06-22,EI,0,0.012794374201619182,34,5
CHE.lo.ambi.bare.wf.07.28.2,salpra,forb,2021-06-28,2021-06-22,EI,0,0.12094444299121196,58,8
CHE.lo.ambi.bare.wf.07.29.2,plamed,forb,2021-06-28,2021-06-22,EI,0,0.09989493352021514,65,4
CHE.lo.ambi.bare.wf.07.30.2,cenjac,forb,2021-06-28,2021-06-22,EI,0,0.25851038516648606,165,10
CHE.lo.ambi.vege.wf.07.01.1,brapin,graminoid,2021-06-21,2021-06-16,EI,0,0.09022973362679088,264,6
CHE.lo.ambi.vege.wf.07.02.1,daucar,forb,2021-06-21,2021-06-16,EI,0,0.16693590199153355,177,5
CHE.lo.ambi.vege.wf.07.03.1,broere,graminoid,2021-06-21,2021-06-16,EI,0,0.05341814176475144,198,5
CHE.lo.ambi.vege.wf.07.04.1,broere,graminoid,2021-06-21,2021-06-16,EI,0,0.04890541538841844,274,4
CHE.lo.ambi.vege.wf.07.05.1,hypper,forb,2021-06-21,2021-06-16,EI,0,0.054588987392475516,72,28
CHE.lo.ambi.vege.wf.07.06.1,scacol,forb,2021-06-21,2021-06-16,EI,0,0.015773059818476244,23,6
CHE.lo.ambi.vege.wf.07.07.1,broere,graminoid,2021-06-21,2021-06-16,EI,0,0.0978288261472767,388,5
CHE.lo.ambi.vege.wf.07.08.1,brapin,graminoid,2021-06-21,2021-06-16,EI,0,0.06342304054275788,216,6
CHE.lo.ambi.vege.wf.07.09.1,medlup,legume,2021-06-21,2021-06-16,EI,0,0.009493019721042936,66,4
CHE.lo.ambi.vege.wf.07.10.1,plamed,forb,2021-06-21,2021-06-16,EI,0,0.1034404242576385,50,5
CHE.lo.ambi.vege.wf.07.11.1,silvul,forb,2021-06-21,2021-06-16,EI,0,0.03962270194288328,51,12
CHE.lo.ambi.vege.wf.07.12.1,daucar,forb,2021-06-21,2021-06-16,EI,0,0.03564822556648791,155,3
CHE.lo.ambi.vege.wf.07.13.1,daucar,forb,2021-06-21,2021-06-16,EI,0,0.08480522502653694,119,4
CHE.lo.ambi.vege.wf.07.14.1,cenjac,forb,2021-06-21,2021-06-16,EI,0,0.04081516314528532,111,4
CHE.lo.ambi.vege.wf.07.15.1,hypper,forb,2021-06-21,2021-06-16,EI,0,0.05643530498703123,82,28
CHE.lo.ambi.vege.wf.07.16.1,brapin,graminoid,2021-06-21,2021-06-16,EI,0,0.02443256224872708,116,4
CHE.lo.ambi.vege.wf.07.17.1,plamed,forb,2021-06-21,2021-06-16,EI,0,0.20443532343376136,57,6
CHE.lo.ambi.vege.wf.07.18.1,hypper,forb,2021-06-21,2021-06-16,EI,0,0.007971670904241886,31,8
CHE.lo.ambi.vege.wf.07.19.1,salpra,forb,2021-06-21,2021-06-16,EI,0,0.15214924744289662,105,6
CHE.lo.ambi.vege.wf.07.20.1,silvul,forb,2021-06-21,2021-06-16,EI,0,0.03662285728861266,59,10
CHE.lo.ambi.vege.wf.07.21.1,medlup,legume,2021-06-21,2021-06-16,EI,0,0.008436101579821886,58,3
CHE.lo.ambi.vege.wf.07.22.1,silvul,forb,2021-06-21,2021-06-16,EI,0,0.06354656012282331,82,13
CHE.lo.ambi.vege.wf.07.23.1,scacol,forb,2021-06-21,2021-06-16,EI,0,0.028879128104966748,30,6
CHE.lo.ambi.vege.wf.07.24.1,scacol,forb,2021-06-21,2021-06-16,EI,0,0.03258053727325691,39,5
CHE.lo.ambi.vege.wf.07.25.1,cenjac,forb,2021-06-21,2021-06-16,EI,0,0.07575134924262472,146,5
CHE.lo.ambi.vege.wf.07.26.1,salpra,forb,2021-06-21,2021-06-16,EI,0,0.0959395023622662,52,7
CHE.lo.ambi.vege.wf.07.27.1,medlup,legume,2021-06-21,2021-06-16,EI,0,0.01082198820127559,53,4
CHE.lo.ambi.vege.wf.07.28.1,salpra,forb,2021-06-21,2021-06-16,EI,0,0.0980213857590924,52,7
CHE.lo.ambi.vege.wf.07.29.1,plamed,forb,2021-06-21,2021-06-16,EI,0,0.15774640737814768,55,5
CHE.lo.ambi.vege.wf.07.30.1,cenjac,forb,2021-06-21,2021-06-16,EI,0,0.0687797792844556,128,5
CHE.lo.ambi.bare.wf.08.01.2,brapin,graminoid,2021-06-28,2021-06-22,EI,0,0.09164683138409906,215,8
CHE.lo.ambi.bare.wf.08.02.2,daucar,forb,2021-06-28,2021-06-22,EI,0,0.16207704381638904,164,4
CHE.lo.ambi.bare.wf.08.03.2,broere,graminoid,2021-06-28,2021-06-22,EI,0,0.08777312660919782,359,5
CHE.lo.ambi.bare.wf.08.04.3,broere,graminoid,2021-06-28,2021-06-28,EI,0,0.047776091667797414,267,4
CHE.lo.ambi.bare.wf.08.05.2,hypper,forb,2021-06-28,2021-06-22,EI,0,0.07983653171037351,68,43
CHE.lo.ambi.bare.wf.08.06.1,scacol,forb,2021-06-28,2021-06-16,EI,0,0.01665421983442604,26,6
CHE.lo.ambi.bare.wf.08.07.2,broere,graminoid,2021-06-28,2021-06-22,EI,0,0.07370729508792652,314,5
CHE.lo.ambi.bare.wf.08.08.2,brapin,graminoid,2021-06-28,2021-06-22,EI,0,0.045942271853539635,183,5
CHE.lo.ambi.bare.wf.08.09.2,medlup,legume,2021-06-28,2021-06-22,EI,0,0.02224091457863768,52,5
CHE.lo.ambi.bare.wf.08.10.2,plamed,forb,2021-06-28,2021-06-22,EI,0,0.07280711270412474,54,4
CHE.lo.ambi.bare.wf.08.11.1,silvul,forb,2021-06-28,2021-06-16,EI,0,0.1600928645301743,91,29
CHE.lo.ambi.bare.wf.08.12.1,daucar,forb,2021-06-28,2021-06-16,EI,0,0.01669524458450685,102,3
CHE.lo.ambi.bare.wf.08.13.2,daucar,forb,2021-06-28,2021-06-22,EI,0,0.2241652709117361,160,5
CHE.lo.ambi.bare.wf.08.14.1,cenjac,forb,2021-06-28,2021-06-16,EI,0,0.021748874803800198,63,4
CHE.lo.ambi.bare.wf.08.15.2,hypper,forb,2021-06-28,2021-06-22,EI,0,0.02797316212487513,100,14
CHE.lo.ambi.bare.wf.08.16.1,brapin,graminoid,2021-06-28,2021-06-16,EI,0,0.05465210410418117,256,4
CHE.lo.ambi.bare.wf.08.17.1,plamed,forb,2021-06-28,2021-06-16,EI,0,0.027170927674257998,41,3
CHE.lo.ambi.bare.wf.08.18.1,hypper,forb,2021-06-28,2021-06-16,EI,0,0.04556484241386873,52,32
CHE.lo.ambi.bare.wf.08.19.1,salpra,forb,2021-06-28,2021-06-16,EI,0,0.03985689403575781,38,6
CHE.lo.ambi.bare.wf.08.20.2,silvul,forb,2021-06-28,2021-06-22,EI,0,0.07886634139695826,92,15
CHE.lo.ambi.bare.wf.08.21.2,medlup,legume,2021-06-28,2021-06-22,EI,0,0.01637833083321006,70,4
CHE.lo.ambi.bare.wf.08.22.1,silvul,forb,2021-06-28,2021-06-16,EI,0,0.022471455281368957,56,7
CHE.lo.ambi.bare.wf.08.23.3,scacol,forb,2021-06-28,2021-06-24,EI,0,0.009242097956255123,26,4
CHE.lo.ambi.bare.wf.08.24.3,scacol,forb,2021-06-28,2021-06-24,EI,0,0.02991062869570652,33,6
CHE.lo.ambi.bare.wf.08.25.2,cenjac,forb,2021-06-28,2021-06-22,EI,0,0.08617695561925802,122,6
CHE.lo.ambi.bare.wf.08.26.1,salpra,forb,2021-06-28,2021-06-16,EI,0,0.01238975720682713,20,5
CHE.lo.ambi.bare.wf.08.27.2,medlup,legume,2021-06-28,2021-06-22,EI,0,0.03699560609724785,56,7
CHE.lo.ambi.bare.wf.08.28.1,salpra,forb,2021-06-28,2021-06-16,EI,0,0.10222204617757621,46,8
CHE.lo.ambi.bare.wf.08.29.2,plamed,forb,2021-06-28,2021-06-22,EI,0,0.2814841830480367,68,6
CHE.lo.ambi.bare.wf.08.30.2,cenjac,forb,2021-06-28,2021-06-22,EI,0,0.06716507388051743,128,5
CHE.lo.ambi.vege.wf.08.01.1,brapin,graminoid,2021-06-21,2021-06-16,EI,0,0.04292564215004458,204,4
CHE.lo.ambi.vege.wf.08.02.1,daucar,forb,2021-06-21,2021-06-16,EI,0,0.1288060321778286,179,4
CHE.lo.ambi.vege.wf.08.03.1,broere,graminoid,2021-06-21,2021-06-16,EI,0,0.05347227443316579,297,4
CHE.lo.ambi.vege.wf.08.04.1,broere,graminoid,2021-06-21,2021-06-16,EI,0,0.13390676047880468,469,6
CHE.lo.ambi.vege.wf.08.05.1,hypper,forb,2021-06-21,2021-06-16,EI,0,0.027984281983660538,85,14
CHE.lo.ambi.vege.wf.08.06.1,scacol,forb,2021-06-21,2021-06-16,EI,0,0.05261832934806186,45,6
CHE.lo.ambi.vege.wf.08.07.1,broere,graminoid,2021-06-21,2021-06-16,EI,0,0.046417915517504946,393,3
CHE.lo.ambi.vege.wf.08.08.1,brapin,graminoid,2021-06-21,2021-06-16,EI,0,0.04550576692513952,175,5
CHE.lo.ambi.vege.wf.08.09.1,medlup,legume,2021-06-21,2021-06-16,EI,0,0.022924396719868814,69,5
CHE.lo.ambi.vege.wf.08.10.1,plamed,forb,2021-06-21,2021-06-16,EI,0,0.1690144021074853,95,4
CHE.lo.ambi.vege.wf.08.11.1,silvul,forb,2021-06-21,2021-06-16,EI,0,0.04328333539872567,82,9
CHE.lo.ambi.vege.wf.08.12.1,daucar,forb,2021-06-21,2021-06-16,EI,0,0.10746899331486778,150,4
CHE.lo.ambi.vege.wf.08.13.1,daucar,forb,2021-06-21,2021-06-16,EI,0,0.2630365177198929,204,5
CHE.lo.ambi.vege.wf.08.14.1,cenjac,forb,2021-06-21,2021-06-16,EI,0,0.12180575618906218,141,7
CHE.lo.ambi.vege.wf.08.15.1,hypper,forb,2021-06-21,2021-06-16,EI,0,0.010877849660293235,38,10
CHE.lo.ambi.vege.wf.08.16.1,brapin,graminoid,2021-06-21,2021-06-16,EI,0,0.14157647069849497,317,9
CHE.lo.ambi.vege.wf.08.17.1,plamed,forb,2021-06-21,2021-06-16,EI,0,0.23214949371213264,76,5
CHE.lo.ambi.vege.wf.08.18.1,hypper,forb,2021-06-21,2021-06-16,EI,0,0.014409630218659649,64,10
CHE.lo.ambi.vege.wf.08.19.1,salpra,forb,2021-06-21,2021-06-16,EI,0,0.07236806144833623,50,6
CHE.lo.ambi.vege.wf.08.20.1,silvul,forb,2021-06-21,2021-06-16,EI,0,0.07270334400834771,94,13
CHE.lo.ambi.vege.wf.08.21.1,medlup,legume,2021-06-21,2021-06-16,EI,0,0.0030398815911845305,43,2
CHE.lo.ambi.vege.wf.08.22.1,silvul,forb,2021-06-21,2021-06-16,EI,0,0.2224852085101608,126,30
CHE.lo.ambi.vege.wf.08.23.1,scacol,forb,2021-06-21,2021-06-16,EI,0,0.016185165476225987,26,6
CHE.lo.ambi.vege.wf.08.24.1,scacol,forb,2021-06-21,2021-06-16,EI,0,0.019063153247483745,24,7
CHE.lo.ambi.vege.wf.08.25.1,cenjac,forb,2021-06-21,2021-06-16,EI,0,0.1005823566472189,148,6
CHE.lo.ambi.vege.wf.08.26.1,salpra,forb,2021-06-21,2021-06-16,EI,0,0.09407953849432288,48,8
CHE.lo.ambi.vege.wf.08.27.1,medlup,legume,2021-06-21,2021-06-16,EI,0,0.013917005237112418,59,6
CHE.lo.ambi.vege.wf.08.28.1,salpra,forb,2021-06-21,2021-06-16,EI,0,0.12097910704414241,59,8
CHE.lo.ambi.vege.wf.08.29.1,plamed,forb,2021-06-21,2021-06-16,EI,0,0.07579764886633317,63,4
CHE.lo.ambi.vege.wf.08.30.1,cenjac,forb,2021-06-21,2021-06-16,EI,0,0.10021212694733637,145,6
